or	n	br	br_guess	method	bias_ci	bias_es	bias_var
or=0.25	n=75	br=0.4	guessed br=0.15	Di Pietrantonj	0.999232284121633	-0.0117428519694386	0.846816531895023
or=0.25	n=75	br=0.4	guessed br=0.15	Grant	0.996798932977659	0.26090992086029	1.02166760465028
or=0.25	n=75	br=0.4	guessed br=0.15	metaumbrella	1	-0.145203890020126	0.681540169916586
or=0.25	n=75	br=0.4	guessed br=0.15	or = rr	0.9888	0.36470745238753	1.0026418244714
or=0.25	n=75	br=0.4	guessed br=0.4	Di Pietrantonj	0.999198931909212	-0.0147208655960446	0.817819357940079
or=0.25	n=75	br=0.4	guessed br=0.4	Grant	0.999832293553364	0.0212345195016866	1.08430513160239
or=0.25	n=75	br=0.4	guessed br=0.4	metaumbrella	1	-0.146920224416891	0.679874274356252
or=0.25	n=75	br=0.4	guessed br=0.4	or = rr	0.989	0.365291088471211	0.994747530537828
or=0.25	n=75	br=0.4	guessed br=0.7	Di Pietrantonj	0.999532663484328	-0.0123632061595023	0.832061878585644
or=0.25	n=75	br=0.4	guessed br=0.7	Grant	1	-0.512810841579102	1.24028404770503
or=0.25	n=75	br=0.4	guessed br=0.7	metaumbrella	1	-0.145761159990898	0.667310629223345
or=0.25	n=75	br=0.4	guessed br=0.7	or = rr	0.988	0.364075381137234	0.989084190468302
or=0.25	n=75	br=0.7	guessed br=0.01	Di Pietrantonj	1	0	0.954885707708432
or=0.25	n=75	br=0.7	guessed br=0.01	Grant	0.206366666666667	0.769194164276064	0.970635432823925
or=0.25	n=75	br=0.7	guessed br=0.01	metaumbrella	1	-0.272378224570223	0.431576894525626
or=0.25	n=75	br=0.7	guessed br=0.01	or = rr	0.1983	0.77389436387054	0.970164329101657
or=0.25	n=75	br=0.7	guessed br=0.05	Di Pietrantonj	1	0	0.948237375158376
or=0.25	n=75	br=0.7	guessed br=0.05	Grant	0.239566666666667	0.747220254506692	0.962115299886969
or=0.25	n=75	br=0.7	guessed br=0.05	metaumbrella	1	-0.269118383059163	0.434025617125159
or=0.25	n=75	br=0.7	guessed br=0.05	or = rr	0.205333333333333	0.77139651258608	0.959783223693366
or=0.25	n=75	br=0.7	guessed br=0.15	Di Pietrantonj	1	0	0.953250503297672
or=0.25	n=75	br=0.7	guessed br=0.15	Grant	0.3429	0.695663679767887	0.973651360305844
or=0.25	n=75	br=0.7	guessed br=0.15	metaumbrella	1	-0.275965270636827	0.427843619772198
or=0.25	n=75	br=0.7	guessed br=0.15	or = rr	0.201166666666667	0.77468294079442	0.965508523814998
or=0.25	n=75	br=0.7	guessed br=0.4	Di Pietrantonj	1	0	0.947454878593534
or=0.25	n=75	br=0.7	guessed br=0.4	Grant	0.678045203013534	0.505965653943962	1.01367146967813
or=0.25	n=75	br=0.7	guessed br=0.4	metaumbrella	1	-0.270247004066158	0.433753513909332
or=0.25	n=75	br=0.7	guessed br=0.4	or = rr	0.204033333333333	0.774065028549021	0.972040747993365
or=0.25	n=75	br=0.7	guessed br=0.7	Di Pietrantonj	1	0	0.95972805283558
or=0.25	n=75	br=0.7	guessed br=0.7	Grant	0.975920632251555	0.0494650584009702	1.17291311371891
or=0.25	n=75	br=0.7	guessed br=0.7	metaumbrella	1	-0.270545922903287	0.430678137144706
or=0.25	n=75	br=0.7	guessed br=0.7	or = rr	0.2023	0.771899764376953	0.968495407875727
or=0.25	n=100	br=0.01	guessed br=0.01	Di Pietrantonj	1	-0.0404555636339976	2.3158267919119
or=0.25	n=100	br=0.01	guessed br=0.01	Grant	1	0.00797218430313058	4.44398605583924
or=0.25	n=100	br=0.01	guessed br=0.01	metaumbrella	1	0.00199723051792376	2.14378431206819
or=0.25	n=100	br=0.01	guessed br=0.01	or = rr	1	0.00760637855222395	4.28823615036339
or=0.25	n=100	br=0.01	guessed br=0.05	Di Pietrantonj	1	-0.0410839531362021	2.33147130780031
or=0.25	n=100	br=0.01	guessed br=0.05	Grant	1	0.0109027244215266	4.11659757765769
or=0.25	n=100	br=0.01	guessed br=0.05	metaumbrella	1	0.00111369328758521	2.13803240713789
or=0.25	n=100	br=0.01	guessed br=0.05	or = rr	1	0.00753414647535698	4.31444324442036
or=0.25	n=100	br=0.01	guessed br=0.15	Di Pietrantonj	1	-0.040484879631135	2.3004683071156
or=0.25	n=100	br=0.01	guessed br=0.15	Grant	1	0.0116758233265829	3.65733806311251
or=0.25	n=100	br=0.01	guessed br=0.15	metaumbrella	1	0.00196855173761631	2.1083753478899
or=0.25	n=100	br=0.01	guessed br=0.15	or = rr	1	0.00771334957761677	4.27043564448051
or=0.25	n=100	br=0.01	guessed br=0.4	Di Pietrantonj	1	-0.0413819588740817	2.29091309734457
or=0.25	n=100	br=0.01	guessed br=0.4	Grant	1	0.198521022828726	1.20939683379067
or=0.25	n=100	br=0.01	guessed br=0.4	metaumbrella	1	0.00258261154382268	2.17850356271251
or=0.25	n=100	br=0.01	guessed br=0.4	or = rr	1	0.00767741934940148	4.23432355822431
or=0.25	n=100	br=0.01	guessed br=0.7	Di Pietrantonj	1	-0.0411665833429311	2.339111940971
or=0.25	n=100	br=0.01	guessed br=0.7	Grant	1	-0.520642123002676	2.77933027555152
or=0.25	n=100	br=0.01	guessed br=0.7	metaumbrella	1	0.00264948287309139	2.23917281375583
or=0.25	n=100	br=0.01	guessed br=0.7	or = rr	1	0.00745246824779429	4.3317549885482
or=0.25	n=100	br=0.05	guessed br=0.01	Di Pietrantonj	1	-0.0558415049202986	1.49380989664305
or=0.25	n=100	br=0.05	guessed br=0.01	Grant	1	0.0345072385342823	2.33586783500077
or=0.25	n=100	br=0.05	guessed br=0.01	metaumbrella	1	-0.0389485024283326	1.61172842393815
or=0.25	n=100	br=0.05	guessed br=0.01	or = rr	1	0.0386525481187117	2.28807793736196
or=0.25	n=100	br=0.05	guessed br=0.05	Di Pietrantonj	1	-0.0555689962140202	1.52285665267854
or=0.25	n=100	br=0.05	guessed br=0.05	Grant	1	0.0174116809662961	2.35403335587547
or=0.25	n=100	br=0.05	guessed br=0.05	metaumbrella	1	-0.039539020635624	1.64752697616723
or=0.25	n=100	br=0.05	guessed br=0.05	or = rr	1	0.0389894094908159	2.3409805161198
or=0.25	n=100	br=0.05	guessed br=0.15	Di Pietrantonj	1	-0.0553486468371519	1.49312147220033
or=0.25	n=100	br=0.05	guessed br=0.15	Grant	1	-0.0294922629211714	2.6698332269325
or=0.25	n=100	br=0.05	guessed br=0.15	metaumbrella	1	-0.0398933372108709	1.6054499441304
or=0.25	n=100	br=0.05	guessed br=0.15	or = rr	1	0.0389012941377235	2.30287733651137
or=0.25	n=100	br=0.05	guessed br=0.4	Di Pietrantonj	1	-0.0571662514090857	1.48741705527485
or=0.25	n=100	br=0.05	guessed br=0.4	Grant	1	-0.189079683883146	1.80619463153713
or=0.25	n=100	br=0.05	guessed br=0.4	metaumbrella	1	-0.0409394573010085	1.60924123548829
or=0.25	n=100	br=0.05	guessed br=0.4	or = rr	1	0.0389869834499695	2.28405415754037
or=0.25	n=100	br=0.05	guessed br=0.7	Di Pietrantonj	1	-0.0553896187483451	1.4824281999438
or=0.25	n=100	br=0.05	guessed br=0.7	Grant	1	-0.73041822849839	2.02323971930394
or=0.25	n=100	br=0.05	guessed br=0.7	metaumbrella	1	-0.0406837858976198	1.60087770898181
or=0.25	n=100	br=0.05	guessed br=0.7	or = rr	1	0.0387567002753765	2.28041828899764
or=0.25	n=100	br=0.15	guessed br=0.01	Di Pietrantonj	1	-0.030492163024992	1.04469483529031
or=0.25	n=100	br=0.15	guessed br=0.01	Grant	1	0.114601509646107	1.4342082793599
or=0.25	n=100	br=0.15	guessed br=0.01	metaumbrella	1	-0.0679609129350051	1.06300044793069
or=0.25	n=100	br=0.15	guessed br=0.01	or = rr	1	0.121110961811201	1.4280842689469
or=0.25	n=100	br=0.15	guessed br=0.05	Di Pietrantonj	1	-0.0299273178844117	1.05707540802819
or=0.25	n=100	br=0.15	guessed br=0.05	Grant	1	0.0880003239550632	1.46294796512599
or=0.25	n=100	br=0.15	guessed br=0.05	metaumbrella	1	-0.0693440603716854	1.07320158548214
or=0.25	n=100	br=0.15	guessed br=0.05	or = rr	1	0.121430122027603	1.44557390329076
or=0.25	n=100	br=0.15	guessed br=0.15	Di Pietrantonj	1	-0.0302872806761964	1.04199434095344
or=0.25	n=100	br=0.15	guessed br=0.15	Grant	1	0.0153336395948698	1.47500441370955
or=0.25	n=100	br=0.15	guessed br=0.15	metaumbrella	1	-0.0680150868182009	1.05825273910602
or=0.25	n=100	br=0.15	guessed br=0.15	or = rr	1	0.121526760194344	1.42289085013517
or=0.25	n=100	br=0.15	guessed br=0.4	Di Pietrantonj	1	-0.030331301473827	1.05497974931847
or=0.25	n=100	br=0.15	guessed br=0.4	Grant	1	-0.229523734485962	1.65599630578421
or=0.25	n=100	br=0.15	guessed br=0.4	metaumbrella	1	-0.0673886882830793	1.06988028562914
or=0.25	n=100	br=0.15	guessed br=0.4	or = rr	1	0.121797348519715	1.43455586576312
or=0.25	n=100	br=0.15	guessed br=0.7	Di Pietrantonj	1	-0.029554855055713	1.06169865113735
or=0.25	n=100	br=0.15	guessed br=0.7	Grant	1	-0.780082148513694	1.626646095439
or=0.25	n=100	br=0.15	guessed br=0.7	metaumbrella	1	-0.0677294782237008	1.07752372271417
or=0.25	n=100	br=0.15	guessed br=0.7	or = rr	1	0.121596178465393	1.44795228455299
or=0.25	n=100	br=0.4	guessed br=0.01	Di Pietrantonj	0.999733244414805	-0.00343607501078087	0.899563285270279
or=0.25	n=100	br=0.4	guessed br=0.01	Grant	0.986133333333333	0.356393315720057	0.969722558765485
or=0.25	n=100	br=0.4	guessed br=0.01	metaumbrella	0.9999	-0.149499935310543	0.640861184136836
or=0.25	n=100	br=0.4	guessed br=0.01	or = rr	0.985533333333333	0.362733635695084	0.968931026038329
or=0.25	n=100	br=0.4	guessed br=0.05	Di Pietrantonj	0.999733279989331	-0.00494370390134815	0.855183249301809
or=0.25	n=100	br=0.4	guessed br=0.05	Grant	0.989966666666667	0.329421488985168	0.945849032297569
or=0.25	n=100	br=0.4	guessed br=0.05	metaumbrella	0.999866666666667	-0.150810355103474	0.623596274418465
or=0.25	n=100	br=0.4	guessed br=0.05	or = rr	0.985066666666667	0.361920745484172	0.941773931571308
or=0.25	n=100	br=0.4	guessed br=0.15	Di Pietrantonj	0.999766612209516	-0.00382018522269731	0.876863706999394
or=0.25	n=100	br=0.4	guessed br=0.15	Grant	0.996733333333333	0.256205846462304	0.961116265235196
or=0.25	n=100	br=0.4	guessed br=0.15	metaumbrella	0.9999	-0.149877554733792	0.625668989314053
or=0.25	n=100	br=0.4	guessed br=0.15	or = rr	0.985766666666667	0.360914863691176	0.946620635503939
or=0.25	n=100	br=0.4	guessed br=0.4	Di Pietrantonj	0.999833311108148	-0.00358108615631594	0.882051750683254
or=0.25	n=100	br=0.4	guessed br=0.4	Grant	0.999899919935949	0.016378230067657	1.01729751090508
or=0.25	n=100	br=0.4	guessed br=0.4	metaumbrella	0.999866666666667	-0.150530731906781	0.631098963442937
or=0.25	n=100	br=0.4	guessed br=0.4	or = rr	0.984333333333333	0.364514131638484	0.950041494173056
or=0.25	n=100	br=0.4	guessed br=0.7	Di Pietrantonj	0.999466648888296	-0.00450567134869901	0.868108098485971
or=0.25	n=100	br=0.4	guessed br=0.7	Grant	1	-0.52817373676965	1.1691431951488
or=0.25	n=100	br=0.4	guessed br=0.7	metaumbrella	0.9999	-0.147066737389855	0.641113721316969
or=0.25	n=100	br=0.4	guessed br=0.7	or = rr	0.985266666666667	0.361697487019786	0.955090122642521
or=0.25	n=100	br=0.7	guessed br=0.01	Di Pietrantonj	1	0	0.960981504439436
or=0.25	n=100	br=0.7	guessed br=0.01	Grant	0.0958666666666667	0.76205933431313	0.980245087250991
or=0.25	n=100	br=0.7	guessed br=0.01	metaumbrella	0.9592	-0.274076501394841	0.368569777391755
or=0.25	n=100	br=0.7	guessed br=0.01	or = rr	0.0938	0.766774166355511	0.979934872494694
or=0.25	n=100	br=0.7	guessed br=0.05	Di Pietrantonj	1	0	0.95953583663271
or=0.25	n=100	br=0.7	guessed br=0.05	Grant	0.119633333333333	0.742314123751895	0.974186592626526
or=0.25	n=100	br=0.7	guessed br=0.05	metaumbrella	0.958033333333333	-0.274298584992857	0.366992584047114
or=0.25	n=100	br=0.7	guessed br=0.05	or = rr	0.0916	0.766698477301595	0.972502972467553
or=0.25	n=100	br=0.7	guessed br=0.15	Di Pietrantonj	1	0	0.959331087210726
or=0.25	n=100	br=0.7	guessed br=0.15	Grant	0.1961	0.687046046212876	0.97284439861633
or=0.25	n=100	br=0.7	guessed br=0.15	metaumbrella	0.959033333333333	-0.275528112948618	0.366530026168462
or=0.25	n=100	br=0.7	guessed br=0.15	or = rr	0.0932666666666667	0.76624310855578	0.96707304104861
or=0.25	n=100	br=0.7	guessed br=0.4	Di Pietrantonj	1	0	0.967513917407127
or=0.25	n=100	br=0.7	guessed br=0.4	Grant	0.6031	0.495797233369225	1.01195671031399
or=0.25	n=100	br=0.7	guessed br=0.4	metaumbrella	0.960533333333333	-0.273722694175926	0.368973174223344
or=0.25	n=100	br=0.7	guessed br=0.4	or = rr	0.0939	0.765457338203903	0.982612985443214
or=0.25	n=100	br=0.7	guessed br=0.7	Di Pietrantonj	1	0	0.958701376065586
or=0.25	n=100	br=0.7	guessed br=0.7	Grant	0.968631115263966	0.0378842114909062	1.10588529258717
or=0.25	n=100	br=0.7	guessed br=0.7	metaumbrella	0.958466666666667	-0.277817931348752	0.365368055686141
or=0.25	n=100	br=0.7	guessed br=0.7	or = rr	0.0948666666666667	0.767567191344377	0.970362647050772
or=0.25	n=300	br=0.01	guessed br=0.01	Di Pietrantonj	1	-0.0439402860158739	1.78489741841085
or=0.25	n=300	br=0.01	guessed br=0.01	Grant	1	0.00503514327132404	2.8888618007133
or=0.25	n=300	br=0.01	guessed br=0.01	metaumbrella	1	-0.0054983559949686	1.96138900691652
or=0.25	n=300	br=0.01	guessed br=0.01	or = rr	1	0.00761300887091447	2.81518658238188
or=0.25	n=300	br=0.01	guessed br=0.05	Di Pietrantonj	1	-0.0442345548588959	1.78084356869213
or=0.25	n=300	br=0.01	guessed br=0.05	Grant	1	-0.00439436953243973	2.81934033472269
or=0.25	n=300	br=0.01	guessed br=0.05	metaumbrella	1	-0.00575314788986297	1.9684592753857
or=0.25	n=300	br=0.01	guessed br=0.05	or = rr	1	0.00758180978612129	2.80724851961721
or=0.25	n=300	br=0.01	guessed br=0.15	Di Pietrantonj	1	-0.0444665157200421	1.77108111025466
or=0.25	n=300	br=0.01	guessed br=0.15	Grant	1	-0.0362958125259789	2.82157999277801
or=0.25	n=300	br=0.01	guessed br=0.15	metaumbrella	1	-0.00576701016759948	1.91726082871184
or=0.25	n=300	br=0.01	guessed br=0.15	or = rr	1	0.00756555947838418	2.79309510996568
or=0.25	n=300	br=0.01	guessed br=0.4	Di Pietrantonj	1	-0.0442011205389033	1.75558748624405
or=0.25	n=300	br=0.01	guessed br=0.4	Grant	1	-0.117205834889352	1.665366352928
or=0.25	n=300	br=0.01	guessed br=0.4	metaumbrella	1	-0.005699385475793	1.91556310413221
or=0.25	n=300	br=0.01	guessed br=0.4	or = rr	1	0.00758101656830637	2.7677549977216
or=0.25	n=300	br=0.01	guessed br=0.7	Di Pietrantonj	1	-0.0441603734592188	1.79453510803649
or=0.25	n=300	br=0.01	guessed br=0.7	Grant	1	-0.67655114191745	2.27040224549968
or=0.25	n=300	br=0.01	guessed br=0.7	metaumbrella	1	-0.00600695755961495	1.96081217985555
or=0.25	n=300	br=0.01	guessed br=0.7	or = rr	1	0.00766662634519811	2.81361578416508
or=0.25	n=300	br=0.05	guessed br=0.01	Di Pietrantonj	1	-0.0103842538267171	1.19767229208008
or=0.25	n=300	br=0.05	guessed br=0.01	Grant	1	0.0320460612544252	1.51955052435769
or=0.25	n=300	br=0.05	guessed br=0.01	metaumbrella	1	-0.0370246350896574	1.17917230922535
or=0.25	n=300	br=0.05	guessed br=0.01	or = rr	1	0.0387515276209879	1.51307925469232
or=0.25	n=300	br=0.05	guessed br=0.05	Di Pietrantonj	1	-0.010376087055084	1.20038511596762
or=0.25	n=300	br=0.05	guessed br=0.05	Grant	1	0.00425936708401859	1.53476847278882
or=0.25	n=300	br=0.05	guessed br=0.05	metaumbrella	1	-0.0358235465542918	1.18533425800049
or=0.25	n=300	br=0.05	guessed br=0.05	or = rr	1	0.0383430432069756	1.51545498374728
or=0.25	n=300	br=0.05	guessed br=0.15	Di Pietrantonj	1	-0.0100953924511611	1.19502192549364
or=0.25	n=300	br=0.05	guessed br=0.15	Grant	1	-0.0704452668760316	1.54128418355397
or=0.25	n=300	br=0.05	guessed br=0.15	metaumbrella	1	-0.0359219065809613	1.17882460904072
or=0.25	n=300	br=0.05	guessed br=0.15	or = rr	1	0.0383843728627763	1.50439133411698
or=0.25	n=300	br=0.05	guessed br=0.4	Di Pietrantonj	1	-0.0110899754280192	1.17806677027753
or=0.25	n=300	br=0.05	guessed br=0.4	Grant	1	-0.32117080557295	1.76942648449824
or=0.25	n=300	br=0.05	guessed br=0.4	metaumbrella	1	-0.0377839021018023	1.16053419812677
or=0.25	n=300	br=0.05	guessed br=0.4	or = rr	1	0.038587158613144	1.49382279065799
or=0.25	n=300	br=0.05	guessed br=0.7	Di Pietrantonj	1	-0.0105118651582964	1.17561415162154
or=0.25	n=300	br=0.05	guessed br=0.7	Grant	1	-0.881895089983786	1.71900436519131
or=0.25	n=300	br=0.05	guessed br=0.7	metaumbrella	1	-0.0369106227043347	1.15953367126759
or=0.25	n=300	br=0.05	guessed br=0.7	or = rr	1	0.0385314178621168	1.48792195775661
or=0.25	n=300	br=0.15	guessed br=0.01	Di Pietrantonj	1	-0.00139047819156535	0.920341040044263
or=0.25	n=300	br=0.15	guessed br=0.01	Grant	1	0.112759704800378	0.964718292571277
or=0.25	n=300	br=0.15	guessed br=0.01	metaumbrella	1	-0.125931364709855	0.654139656499459
or=0.25	n=300	br=0.15	guessed br=0.01	or = rr	1	0.119848112750723	0.964032037160124
or=0.25	n=300	br=0.15	guessed br=0.05	Di Pietrantonj	1	-0.00148106647814015	0.908035730123002
or=0.25	n=300	br=0.15	guessed br=0.05	Grant	1	0.0834513883362374	0.958246386867001
or=0.25	n=300	br=0.15	guessed br=0.05	metaumbrella	1	-0.124348180873355	0.650750352873617
or=0.25	n=300	br=0.15	guessed br=0.05	or = rr	1	0.119810867796435	0.954407742480023
or=0.25	n=300	br=0.15	guessed br=0.15	Di Pietrantonj	1	-0.00146380754496214	0.909824626563255
or=0.25	n=300	br=0.15	guessed br=0.15	Grant	1	0.00279300507714891	0.969113594418664
or=0.25	n=300	br=0.15	guessed br=0.15	metaumbrella	0.999966666666667	-0.12557211527833	0.647808349659145
or=0.25	n=300	br=0.15	guessed br=0.15	or = rr	1	0.119688428066291	0.955777565569731
or=0.25	n=300	br=0.15	guessed br=0.4	Di Pietrantonj	1	-0.00133677430625563	0.926522900194309
or=0.25	n=300	br=0.15	guessed br=0.4	Grant	1	-0.262984816824499	1.02408799106495
or=0.25	n=300	br=0.15	guessed br=0.4	metaumbrella	0.999966666666667	-0.126062756650436	0.652663000860859
or=0.25	n=300	br=0.15	guessed br=0.4	or = rr	1	0.120206886523335	0.96971413919611
or=0.25	n=300	br=0.15	guessed br=0.7	Di Pietrantonj	1	-0.00150817843523	0.932451722532272
or=0.25	n=300	br=0.15	guessed br=0.7	Grant	1	-0.844824105291917	1.16278536556892
or=0.25	n=300	br=0.15	guessed br=0.7	metaumbrella	1	-0.12623719813734	0.659248300843406
or=0.25	n=300	br=0.15	guessed br=0.7	or = rr	1	0.120061221534782	0.980556054175722
or=0.25	n=300	br=0.4	guessed br=0.01	Di Pietrantonj	1	0	0.965341899881637
or=0.25	n=300	br=0.4	guessed br=0.01	Grant	0.890033333333333	0.352667778772064	0.961586650081007
or=0.25	n=300	br=0.4	guessed br=0.01	metaumbrella	0.925266666666667	-0.20585024872629	0.33310425572615
or=0.25	n=300	br=0.4	guessed br=0.01	or = rr	0.866	0.359104168349773	0.961301895736991
or=0.25	n=300	br=0.4	guessed br=0.05	Di Pietrantonj	1	0	0.967955040110629
or=0.25	n=300	br=0.4	guessed br=0.05	Grant	0.9298	0.325515246299869	0.969504425785002
or=0.25	n=300	br=0.4	guessed br=0.05	metaumbrella	0.928	-0.204060106961307	0.332859879792421
or=0.25	n=300	br=0.4	guessed br=0.05	or = rr	0.864766666666667	0.358541638879145	0.968113049135148
or=0.25	n=300	br=0.4	guessed br=0.15	Di Pietrantonj	1	0	0.980300157732288
or=0.25	n=300	br=0.4	guessed br=0.15	Grant	0.987533333333333	0.252425149329734	0.983590176810318
or=0.25	n=300	br=0.4	guessed br=0.15	metaumbrella	0.928066666666667	-0.203873665153079	0.335088696421071
or=0.25	n=300	br=0.4	guessed br=0.15	or = rr	0.8632	0.359165994217662	0.978663149433458
or=0.25	n=300	br=0.4	guessed br=0.4	Di Pietrantonj	1	0	0.981218724752035
or=0.25	n=300	br=0.4	guessed br=0.4	Grant	1	0.00501050822841814	0.999892022642294
or=0.25	n=300	br=0.4	guessed br=0.4	metaumbrella	0.927133333333333	-0.201668239735598	0.337797369985337
or=0.25	n=300	br=0.4	guessed br=0.4	or = rr	0.861866666666667	0.358875933171812	0.980773828767929
or=0.25	n=300	br=0.4	guessed br=0.7	Di Pietrantonj	1	0	0.974490453614195
or=0.25	n=300	br=0.4	guessed br=0.7	Grant	1	-0.549955473752856	1.02437340794698
or=0.25	n=300	br=0.4	guessed br=0.7	metaumbrella	0.928566666666667	-0.20120066665295	0.337732200172507
or=0.25	n=300	br=0.4	guessed br=0.7	or = rr	0.861766666666667	0.358568098482204	0.968293943039074
or=0.25	n=300	br=0.7	guessed br=0.01	Di Pietrantonj	1	0	0.986356274570215
or=0.25	n=300	br=0.7	guessed br=0.01	Grant	1e-04	0.744989582970935	0.992799473007484
or=0.25	n=300	br=0.7	guessed br=0.01	metaumbrella	0.869766666666667	-0.226920623783823	0.229665252289498
or=0.25	n=300	br=0.7	guessed br=0.01	or = rr	1e-04	0.74973868012078	0.99270000746859
or=0.25	n=300	br=0.7	guessed br=0.05	Di Pietrantonj	1	0	0.999289043841353
or=0.25	n=300	br=0.7	guessed br=0.05	Grant	0.000133333333333333	0.727701546220179	1.00478891124806
or=0.25	n=300	br=0.7	guessed br=0.05	metaumbrella	0.8694	-0.229038504095286	0.230002519251344
or=0.25	n=300	br=0.7	guessed br=0.05	or = rr	6.66666666666667e-05	0.75226789844864	1.00421085760559
or=0.25	n=300	br=0.7	guessed br=0.15	Di Pietrantonj	1	0	1.00245174135011
or=0.25	n=300	br=0.7	guessed br=0.15	Grant	8e-04	0.671114550105452	1.01127351459438
or=0.25	n=300	br=0.7	guessed br=0.15	metaumbrella	0.869133333333333	-0.229756433052087	0.226808304999473
or=0.25	n=300	br=0.7	guessed br=0.15	or = rr	6.66666666666667e-05	0.751003372094414	1.00940937651628
or=0.25	n=300	br=0.7	guessed br=0.4	Di Pietrantonj	1	0	0.986729512275281
or=0.25	n=300	br=0.7	guessed br=0.4	Grant	0.0871333333333333	0.477139671554316	0.999273946460487
or=0.25	n=300	br=0.7	guessed br=0.4	metaumbrella	0.869366666666667	-0.229761903487159	0.222857770385338
or=0.25	n=300	br=0.7	guessed br=0.4	or = rr	0.000233333333333333	0.749773110272116	0.989776563171705
or=0.25	n=300	br=0.7	guessed br=0.7	Di Pietrantonj	1	0	0.981199740090291
or=0.25	n=300	br=0.7	guessed br=0.7	Grant	0.991433333333333	0.0116356089286121	1.01514627720332
or=0.25	n=300	br=0.7	guessed br=0.7	metaumbrella	0.869533333333333	-0.229744294523394	0.225868158935891
or=0.25	n=300	br=0.7	guessed br=0.7	or = rr	1e-04	0.751181395804917	0.985639530850794
or=0.5	n=25	br=0.01	guessed br=0.01	Di Pietrantonj	1	-0.0345172097598637	2.88633310047511
or=0.5	n=25	br=0.01	guessed br=0.01	Grant	1	0.00721905228139089	7.53466984258634
or=0.5	n=25	br=0.01	guessed br=0.01	metaumbrella	1	-0.0269850169124103	1.75296346033715
or=0.5	n=25	br=0.01	guessed br=0.01	or = rr	1	0.00453389748055502	5.96539488802404
or=0.5	n=25	br=0.01	guessed br=0.05	Di Pietrantonj	1	-0.0366581406851372	2.81522763544435
or=0.5	n=25	br=0.01	guessed br=0.05	Grant	1	0.0204282079697945	7.13608211896868
or=0.5	n=25	br=0.01	guessed br=0.05	metaumbrella	1	-0.0258079139259994	1.63171469447854
or=0.5	n=25	br=0.01	guessed br=0.05	or = rr	1	0.0052526279571689	5.81884261912442
or=0.5	n=25	br=0.01	guessed br=0.15	Di Pietrantonj	1	-0.0364385258742985	2.87658939010129
or=0.5	n=25	br=0.01	guessed br=0.15	Grant	1	0.0692132445066519	3.28358858668232
or=0.5	n=25	br=0.01	guessed br=0.15	metaumbrella	1	-0.0255734097443869	1.60265310559061
or=0.5	n=25	br=0.01	guessed br=0.15	or = rr	1	0.00510214653099817	5.94278491467375
