or	n	br	br_guess	method	bias_ci	bias_es	bias_var
or=1	n=300	br=0.4	guessed br=0.4	Grant	1	0.0135410290081152	1.07514997676976
or=1	n=300	br=0.4	guessed br=0.4	metaumbrella	1	2.2524610219661e-05	0.870241301087949
or=1	n=300	br=0.4	guessed br=0.4	or = rr	0.992966666666667	0.00084290018699702	0.989839348066603
or=1	n=300	br=0.4	guessed br=0.7	Di Pietrantonj	1	0	0.989615876612351
or=1	n=300	br=0.4	guessed br=0.7	Grant	1	0.105041616525986	1.02326132855208
or=1	n=300	br=0.4	guessed br=0.7	metaumbrella	1	8.93123380813214e-05	0.870148173029649
or=1	n=300	br=0.4	guessed br=0.7	or = rr	0.994	0.000248378435638611	0.990412355712945
or=1	n=300	br=0.7	guessed br=0.01	Di Pietrantonj	1	0	0.98013510404558
or=1	n=300	br=0.7	guessed br=0.01	Grant	0.6032	-0.00085967908082654	0.992144991988835
or=1	n=300	br=0.7	guessed br=0.01	metaumbrella	1	-0.000338440507087936	0.906942892771847
or=1	n=300	br=0.7	guessed br=0.01	or = rr	0.5974	-0.000897040583960483	0.992059458254407
or=1	n=300	br=0.7	guessed br=0.05	Di Pietrantonj	1	0	0.987135614684664
or=1	n=300	br=0.7	guessed br=0.05	Grant	0.631	-0.00116083270814232	0.998714232664773
or=1	n=300	br=0.7	guessed br=0.05	metaumbrella	1	-0.000329306207392667	0.912031662211264
or=1	n=300	br=0.7	guessed br=0.05	or = rr	0.595966666666667	-0.00137011426807804	0.998217686569076
or=1	n=300	br=0.7	guessed br=0.15	Di Pietrantonj	1	0	0.991593006529435
or=1	n=300	br=0.7	guessed br=0.15	Grant	0.713233333333333	0.000465170485528325	1.0044384805534
or=1	n=300	br=0.7	guessed br=0.15	metaumbrella	1	-0.000354715737127714	0.915162543240363
or=1	n=300	br=0.7	guessed br=0.15	or = rr	0.5981	-0.00021137306811386	1.00188955607729
or=1	n=300	br=0.7	guessed br=0.4	Di Pietrantonj	1	0	0.982096318718632
or=1	n=300	br=0.7	guessed br=0.4	Grant	0.9365	0.00282656862372001	1.00719872361081
or=1	n=300	br=0.7	guessed br=0.4	metaumbrella	1	-0.000168040491947465	0.906242499945754
or=1	n=300	br=0.7	guessed br=0.4	or = rr	0.599166666666667	-0.00123811001484886	0.991644057922485
or=1	n=300	br=0.7	guessed br=0.7	Di Pietrantonj	1	0	0.975369710875248
or=1	n=300	br=0.7	guessed br=0.7	Grant	0.999493910050946	0.0286425791022162	1.2116652507145
or=1	n=300	br=0.7	guessed br=0.7	metaumbrella	1	-0.0001193887246271	0.899542617233052
or=1	n=300	br=0.7	guessed br=0.7	or = rr	0.5975	0.000670260589272146	0.981686552901002
or=2	n=25	br=0.01	guessed br=0.01	Di Pietrantonj	1	-0.0901439848955057	2.65554612604118
or=2	n=25	br=0.01	guessed br=0.01	Grant	1	-0.00385873190870644	6.09106936220128
or=2	n=25	br=0.01	guessed br=0.01	metaumbrella	1	0.0339648829986127	1.53952035257334
or=2	n=25	br=0.01	guessed br=0.01	or = rr	1	-0.0100212433877725	4.83115149891696
or=2	n=25	br=0.01	guessed br=0.05	Di Pietrantonj	1	-0.0902326801823392	2.63674069751903
or=2	n=25	br=0.01	guessed br=0.05	Grant	1	0.0256704461604755	5.76402830481763
or=2	n=25	br=0.01	guessed br=0.05	metaumbrella	1	0.0342588073474608	1.55352232741319
or=2	n=25	br=0.01	guessed br=0.05	or = rr	1	-0.00990629649641683	4.8031184767087
or=2	n=25	br=0.01	guessed br=0.15	Di Pietrantonj	1	-0.0913134013062661	2.62359163477767
or=2	n=25	br=0.01	guessed br=0.15	Grant	1	0.133445679719659	2.53067713020913
or=2	n=25	br=0.01	guessed br=0.15	metaumbrella	1	0.0343968489226011	1.45772327661922
or=2	n=25	br=0.01	guessed br=0.15	or = rr	1	-0.0103348841989259	4.77878493870346
or=2	n=25	br=0.01	guessed br=0.4	Di Pietrantonj	1	-0.0912374622248352	2.64244687748649
or=2	n=25	br=0.01	guessed br=0.4	Grant	1	0.141085401319902	1.96857723288324
or=2	n=25	br=0.01	guessed br=0.4	metaumbrella	1	0.0313244733999202	1.47926243522594
or=2	n=25	br=0.01	guessed br=0.4	or = rr	1	-0.00998291708595334	4.81327089773292
or=2	n=25	br=0.01	guessed br=0.7	Di Pietrantonj	1	-0.0894636873391795	2.66968786715758
or=2	n=25	br=0.01	guessed br=0.7	Grant	1	-0.17101074701899	4.07723665705437
or=2	n=25	br=0.01	guessed br=0.7	metaumbrella	1	0.0320759141987937	1.45350629694448
or=2	n=25	br=0.01	guessed br=0.7	or = rr	1	-0.00987171387019073	4.86643187371785
or=2	n=25	br=0.05	guessed br=0.01	Di Pietrantonj	1	-0.199741766566731	1.63312089157109
or=2	n=25	br=0.05	guessed br=0.01	Grant	0.99996107283273	-0.0362605619371965	2.66704166974772
or=2	n=25	br=0.05	guessed br=0.01	metaumbrella	1	0.0401057558986206	1.34128685572302
or=2	n=25	br=0.05	guessed br=0.01	or = rr	0.999966666666667	-0.0505102817873221	2.34152045154338
or=2	n=25	br=0.05	guessed br=0.05	Di Pietrantonj	1	-0.195848046605402	1.6574617965039
or=2	n=25	br=0.05	guessed br=0.05	Grant	1	0.0375512902023095	2.14206657110203
or=2	n=25	br=0.05	guessed br=0.05	metaumbrella	1	0.0396933718846645	1.35020529257532
or=2	n=25	br=0.05	guessed br=0.05	or = rr	1	-0.049397372767832	2.35830354238505
or=2	n=25	br=0.05	guessed br=0.15	Di Pietrantonj	1	-0.198167167150886	1.63844023818388
or=2	n=25	br=0.05	guessed br=0.15	Grant	1	0.255051340970071	1.48751635485957
or=2	n=25	br=0.05	guessed br=0.15	metaumbrella	1	0.0397201643413681	1.33707733413809
or=2	n=25	br=0.05	guessed br=0.15	or = rr	1	-0.0490614568155149	2.32910949973101
or=2	n=25	br=0.05	guessed br=0.4	Di Pietrantonj	1	-0.198311999454187	1.65755772077564
or=2	n=25	br=0.05	guessed br=0.4	Grant	1	0.260896792975276	1.33385795059614
or=2	n=25	br=0.05	guessed br=0.4	metaumbrella	1	0.0414857678846433	1.33994901826111
or=2	n=25	br=0.05	guessed br=0.4	or = rr	1	-0.0497475198430233	2.35919019415313
or=2	n=25	br=0.05	guessed br=0.7	Di Pietrantonj	1	-0.198624184239707	1.66017767168325
or=2	n=25	br=0.05	guessed br=0.7	Grant	1	-0.0078004767255136	2.47542344350579
or=2	n=25	br=0.05	guessed br=0.7	metaumbrella	1	0.0399542116435889	1.36119428279437
or=2	n=25	br=0.05	guessed br=0.7	or = rr	1	-0.0500754275730828	2.36817544734776
or=2	n=25	br=0.15	guessed br=0.01	Di Pietrantonj	1	-0.102630288241756	1.22163735489253
or=2	n=25	br=0.15	guessed br=0.01	Grant	0.999076081162716	-0.133123695736181	1.52873099153196
or=2	n=25	br=0.15	guessed br=0.01	metaumbrella	1	0.0760561335501588	0.928975615201418
or=2	n=25	br=0.15	guessed br=0.01	or = rr	0.998266666666667	-0.149887377424088	1.42503022745229
or=2	n=25	br=0.15	guessed br=0.05	Di Pietrantonj	1	-0.100325443518125	1.21563154503277
or=2	n=25	br=0.15	guessed br=0.05	Grant	0.999518860662048	-0.0459918090270656	1.13882144423078
or=2	n=25	br=0.15	guessed br=0.05	metaumbrella	1	0.0752035354364549	0.927428996780703
or=2	n=25	br=0.15	guessed br=0.05	or = rr	0.997966666666667	-0.147947489583326	1.4118420398501
or=2	n=25	br=0.15	guessed br=0.15	Di Pietrantonj	1	-0.10172891622373	1.22039151194082
or=2	n=25	br=0.15	guessed br=0.15	Grant	0.999899709156554	0.209721667989163	0.794917314588964
or=2	n=25	br=0.15	guessed br=0.15	metaumbrella	1	0.0765938418762854	0.928288277800194
or=2	n=25	br=0.15	guessed br=0.15	or = rr	0.9986	-0.150275781815617	1.41914088195223
or=2	n=25	br=0.15	guessed br=0.4	Di Pietrantonj	1	-0.100772235123488	1.21388540058764
or=2	n=25	br=0.15	guessed br=0.4	Grant	1	0.331554275494193	1.26658424296652
or=2	n=25	br=0.15	guessed br=0.4	metaumbrella	1	0.0754814203120198	0.924105238707238
or=2	n=25	br=0.15	guessed br=0.4	or = rr	0.998566666666667	-0.148465885760903	1.41830531056398
or=2	n=25	br=0.15	guessed br=0.7	Di Pietrantonj	1	-0.101191955193146	1.22132372289657
or=2	n=25	br=0.15	guessed br=0.7	Grant	1	0.170487621666275	0.802166048832179
or=2	n=25	br=0.15	guessed br=0.7	metaumbrella	1	0.0751675851897263	0.919301098158056
or=2	n=25	br=0.15	guessed br=0.7	or = rr	0.998666666666667	-0.148451748133131	1.41015997392567
or=2	n=25	br=0.4	guessed br=0.01	Di Pietrantonj	1	-0.00569973110278039	0.956013907310049
or=2	n=25	br=0.4	guessed br=0.01	Grant	0.872083263387611	-0.366794017849748	0.977905445359284
or=2	n=25	br=0.4	guessed br=0.01	metaumbrella	1	0.0800406593226965	0.680038442181916
or=2	n=25	br=0.4	guessed br=0.01	or = rr	0.850933333333333	-0.374456063857277	0.982744896955021
or=2	n=25	br=0.4	guessed br=0.05	Di Pietrantonj	1	-0.00558057157974404	0.969147732557024
or=2	n=25	br=0.4	guessed br=0.05	Grant	0.922942451576813	-0.33017557215212	0.870162292529821
or=2	n=25	br=0.4	guessed br=0.05	metaumbrella	1	0.0787737348538712	0.689429216251567
or=2	n=25	br=0.4	guessed br=0.05	or = rr	0.8482	-0.3722040792078	0.998547978503665
or=2	n=25	br=0.4	guessed br=0.15	Di Pietrantonj	1	-0.00585975980800199	0.953002796779408
or=2	n=25	br=0.4	guessed br=0.15	Grant	0.964723613996497	-0.211928488138864	0.756352501711201
or=2	n=25	br=0.4	guessed br=0.15	metaumbrella	1	0.0782036029403478	0.676293072671828
or=2	n=25	br=0.4	guessed br=0.15	or = rr	0.850866666666667	-0.373738829258185	0.981162103781544
or=2	n=25	br=0.4	guessed br=0.4	Di Pietrantonj	1	-0.00547753791447578	0.971526460840145
or=2	n=25	br=0.4	guessed br=0.4	Grant	0.980590062111801	0.151003287160202	0.800384005209729
or=2	n=25	br=0.4	guessed br=0.4	metaumbrella	1	0.0778103717650523	0.691289904864993
or=2	n=25	br=0.4	guessed br=0.4	or = rr	0.850733333333333	-0.371667138163589	1.0029702217803
or=2	n=25	br=0.4	guessed br=0.7	Di Pietrantonj	1	-0.00551194027229703	0.972040669123263
or=2	n=25	br=0.4	guessed br=0.7	Grant	0.978508217446271	0.460314590119153	0.463365321580895
or=2	n=25	br=0.4	guessed br=0.7	metaumbrella	1	0.0762473465269816	0.691351763818609
or=2	n=25	br=0.4	guessed br=0.7	or = rr	0.850061668722291	-0.37000958466428	1.00160898036425
or=2	n=25	br=0.7	guessed br=0.01	Di Pietrantonj	1	1.16960363382228e-06	1.33827704108619
or=2	n=25	br=0.7	guessed br=0.01	Grant	0.385468947386391	-0.567324933681588	0.977783169436547
or=2	n=25	br=0.7	guessed br=0.01	metaumbrella	1	-0.0395342365183838	1.12839720871101
or=2	n=25	br=0.7	guessed br=0.01	or = rr	0.360293615568453	-0.569693711997916	0.974480170889935
or=2	n=25	br=0.7	guessed br=0.05	Di Pietrantonj	1	1.16376747036021e-06	1.31419424602904
or=2	n=25	br=0.7	guessed br=0.05	Grant	0.418630062145735	-0.553646718638389	0.956861754687638
or=2	n=25	br=0.7	guessed br=0.05	metaumbrella	1	-0.0412722215221617	1.11180407538102
or=2	n=25	br=0.7	guessed br=0.05	or = rr	0.358348968105066	-0.566360087732927	0.952972095674385
or=2	n=25	br=0.7	guessed br=0.15	Di Pietrantonj	1	-1.2629775940613e-05	1.3405365688335
or=2	n=25	br=0.7	guessed br=0.15	Grant	0.51107752550407	-0.515347623840535	0.997918530158683
or=2	n=25	br=0.7	guessed br=0.15	metaumbrella	1	-0.0391439915808553	1.13155763245827
or=2	n=25	br=0.7	guessed br=0.15	or = rr	0.365180611931644	-0.55959587963337	0.980873257295954
or=2	n=25	br=0.7	guessed br=0.4	Di Pietrantonj	1	0	1.33808171011498
or=2	n=25	br=0.7	guessed br=0.4	Grant	0.780784560520243	-0.36727082320636	0.949526063041727
or=2	n=25	br=0.7	guessed br=0.4	metaumbrella	1	-0.040012995267671	1.1332311159466
or=2	n=25	br=0.7	guessed br=0.4	or = rr	0.356589411885176	-0.576354062484041	0.977527545756804
or=2	n=25	br=0.7	guessed br=0.7	Di Pietrantonj	1	-1.62054293630742e-05	1.30638201540056
or=2	n=25	br=0.7	guessed br=0.7	Grant	0.812301838934686	0.182316485761954	0.570123001686668
or=2	n=25	br=0.7	guessed br=0.7	metaumbrella	1	-0.0391266528852353	1.11359615566826
or=2	n=25	br=0.7	guessed br=0.7	or = rr	0.361338797814208	-0.566463515305044	0.951197973380256
or=2	n=50	br=0.01	guessed br=0.01	Di Pietrantonj	1	-0.140401454652235	2.43223338896025
or=2	n=50	br=0.01	guessed br=0.01	Grant	1	-0.00107489608007496	4.10370766671821
or=2	n=50	br=0.01	guessed br=0.01	metaumbrella	1	0.0122447685270574	1.60196775041356
or=2	n=50	br=0.01	guessed br=0.01	or = rr	1	-0.00992755702569939	3.77764778860252
or=2	n=50	br=0.01	guessed br=0.05	Di Pietrantonj	1	-0.138098620737293	2.39787978166391
or=2	n=50	br=0.01	guessed br=0.05	Grant	1	0.0431485256204348	3.260608183443
or=2	n=50	br=0.01	guessed br=0.05	metaumbrella	1	0.0136277843590203	1.5483435956899
or=2	n=50	br=0.01	guessed br=0.05	or = rr	1	-0.0100528172772696	3.74430839209826
or=2	n=50	br=0.01	guessed br=0.15	Di Pietrantonj	1	-0.13978491087413	2.42952984837029
or=2	n=50	br=0.01	guessed br=0.15	Grant	1	0.105373080480235	3.4232677414057
or=2	n=50	br=0.01	guessed br=0.15	metaumbrella	1	0.0127903279060011	1.61725923145576
or=2	n=50	br=0.01	guessed br=0.15	or = rr	1	-0.00990991681843363	3.78162313140416
or=2	n=50	br=0.01	guessed br=0.4	Di Pietrantonj	1	-0.139787432543298	2.39763830015828
or=2	n=50	br=0.01	guessed br=0.4	Grant	1	0.498853980181783	1.06681964561276
or=2	n=50	br=0.01	guessed br=0.4	metaumbrella	1	0.015754065596006	1.54565604682907
or=2	n=50	br=0.01	guessed br=0.4	or = rr	1	-0.0101447590707679	3.73112356196754
or=2	n=50	br=0.01	guessed br=0.7	Di Pietrantonj	1	-0.139696316885963	2.39394329678689
or=2	n=50	br=0.01	guessed br=0.7	Grant	1	-0.223964430655595	2.25089870654187
or=2	n=50	br=0.01	guessed br=0.7	metaumbrella	1	0.0141826857883809	1.56216676941946
or=2	n=50	br=0.01	guessed br=0.7	or = rr	1	-0.0100172164292071	3.73524771679183
or=2	n=50	br=0.05	guessed br=0.01	Di Pietrantonj	1	-0.153404273751906	1.52501422711258
or=2	n=50	br=0.05	guessed br=0.01	Grant	1	-0.0310344596010819	1.92793021727285
or=2	n=50	br=0.05	guessed br=0.01	metaumbrella	1	0.0362548208469958	1.17130488464182
or=2	n=50	br=0.05	guessed br=0.01	or = rr	1	-0.0493160344482089	1.71609641273054
or=2	n=50	br=0.05	guessed br=0.05	Di Pietrantonj	1	-0.15478742328137	1.52022543242191
or=2	n=50	br=0.05	guessed br=0.05	Grant	1	0.0632952648833217	1.42280673140043
or=2	n=50	br=0.05	guessed br=0.05	metaumbrella	1	0.0375367930696539	1.16808165873977
or=2	n=50	br=0.05	guessed br=0.05	or = rr	1	-0.0501989078104418	1.71737676400072
or=2	n=50	br=0.05	guessed br=0.15	Di Pietrantonj	1	-0.154213581852183	1.5251658985913
or=2	n=50	br=0.05	guessed br=0.15	Grant	1	0.237876260518673	1.47579501940241
or=2	n=50	br=0.05	guessed br=0.15	metaumbrella	1	0.0383331229603504	1.17030631999495
or=2	n=50	br=0.05	guessed br=0.15	or = rr	1	-0.0503927633339664	1.71737910575405
or=2	n=50	br=0.05	guessed br=0.4	Di Pietrantonj	1	-0.152399395879763	1.52344198380454
or=2	n=50	br=0.05	guessed br=0.4	Grant	1	0.426556916823699	1.08911656832494
or=2	n=50	br=0.05	guessed br=0.4	metaumbrella	1	0.0382302599079149	1.16926051984259
or=2	n=50	br=0.05	guessed br=0.4	or = rr	1	-0.0506357450739039	1.71838203387507
or=2	n=50	br=0.05	guessed br=0.7	Di Pietrantonj	1	-0.154830816537154	1.51077543653636
or=2	n=50	br=0.05	guessed br=0.7	Grant	1	-0.178960436029874	1.56293341385513
or=2	n=50	br=0.05	guessed br=0.7	metaumbrella	1	0.0394919066491048	1.15700945919428
or=2	n=50	br=0.05	guessed br=0.7	or = rr	1	-0.0514358318404022	1.70535189008102
or=2	n=50	br=0.15	guessed br=0.01	Di Pietrantonj	1	-0.0249868974616843	1.05317068642166
or=2	n=50	br=0.15	guessed br=0.01	Grant	0.999827722840506	-0.129901239683988	1.03005464955268
or=2	n=50	br=0.15	guessed br=0.01	metaumbrella	1	0.0469819476643532	0.785074679074965
or=2	n=50	br=0.15	guessed br=0.01	or = rr	0.999666666666667	-0.144709371371072	1.0658077253743
or=2	n=50	br=0.15	guessed br=0.05	Di Pietrantonj	1	-0.0256373662086401	1.0511956415994
or=2	n=50	br=0.15	guessed br=0.05	Grant	0.999960636120296	-0.0550538588554733	0.836084932616799
or=2	n=50	br=0.15	guessed br=0.05	metaumbrella	1	0.0476947873302274	0.781130410040912
or=2	n=50	br=0.15	guessed br=0.05	or = rr	0.9998	-0.145295148337445	1.06059265455484
or=2	n=50	br=0.15	guessed br=0.15	Di Pietrantonj	1	-0.023486530243652	1.05681865112615
or=2	n=50	br=0.15	guessed br=0.15	Grant	1	0.132831277872701	0.824944676042205
or=2	n=50	br=0.15	guessed br=0.15	metaumbrella	1	0.0473483719743771	0.792975333811941
or=2	n=50	br=0.15	guessed br=0.15	or = rr	0.9997	-0.146243596577174	1.07384075506413
or=2	n=50	br=0.15	guessed br=0.4	Di Pietrantonj	1	-0.0239670449516769	1.07077031845912
or=2	n=50	br=0.15	guessed br=0.4	Grant	1	0.443318933280445	1.07707789422679
or=2	n=50	br=0.15	guessed br=0.4	metaumbrella	1	0.0469467593654594	0.796753307502479
or=2	n=50	br=0.15	guessed br=0.4	or = rr	0.999766666666667	-0.144116611756449	1.08046986737005
or=2	n=50	br=0.15	guessed br=0.7	Di Pietrantonj	1	-0.0237610017194934	1.03511169580373
or=2	n=50	br=0.15	guessed br=0.7	Grant	1	1.17540425662525	0.051838828693896
or=2	n=50	br=0.15	guessed br=0.7	metaumbrella	1	0.0469802937859954	0.77744065217562
or=2	n=50	br=0.15	guessed br=0.7	or = rr	0.999566666666667	-0.14277946203393	1.05438973667633
or=2	n=50	br=0.4	guessed br=0.01	Di Pietrantonj	1	-8.78480420254589e-05	0.941770324997391
or=2	n=50	br=0.4	guessed br=0.01	Grant	0.847941323553926	-0.346127572551999	0.965599312921146
or=2	n=50	br=0.4	guessed br=0.01	metaumbrella	1	0.0627138081818006	0.659004253653839
or=2	n=50	br=0.4	guessed br=0.01	or = rr	0.8372	-0.351778480994662	0.959274693130279
or=2	n=50	br=0.4	guessed br=0.05	Di Pietrantonj	1	-0.000113244466977154	0.93435724660885
or=2	n=50	br=0.4	guessed br=0.05	Grant	0.908137359700695	-0.324811165455233	0.972011511331725
or=2	n=50	br=0.4	guessed br=0.05	metaumbrella	1	0.0643045881509245	0.652620812535031
or=2	n=50	br=0.4	guessed br=0.05	or = rr	0.8321	-0.355485710553171	0.951416522670344
or=2	n=50	br=0.4	guessed br=0.15	Di Pietrantonj	1	-0.000112392854879271	0.94585001286007
or=2	n=50	br=0.4	guessed br=0.15	Grant	0.977521474092546	-0.241652966576967	1.01608509655267
or=2	n=50	br=0.4	guessed br=0.15	metaumbrella	1	0.0611315294012124	0.660886511612226
or=2	n=50	br=0.4	guessed br=0.15	or = rr	0.837133333333333	-0.350655684654039	0.957261626294789
or=2	n=50	br=0.4	guessed br=0.4	Di Pietrantonj	1	-8.9253839561758e-05	0.944299425039425
or=2	n=50	br=0.4	guessed br=0.4	Grant	0.99833748960931	0.141750013080268	0.856803764104891
or=2	n=50	br=0.4	guessed br=0.4	metaumbrella	1	0.0623384421360013	0.661381313304058
or=2	n=50	br=0.4	guessed br=0.4	or = rr	0.835866666666667	-0.354266464764284	0.960741405859388
or=2	n=50	br=0.4	guessed br=0.7	Di Pietrantonj	1	-0.00015651926680299	0.940944494407348
or=2	n=50	br=0.4	guessed br=0.7	Grant	0.995412844036697	1.10155206141134	0.0427239719295801
or=2	n=50	br=0.4	guessed br=0.7	metaumbrella	1	0.0614779760381346	0.659842419774065
or=2	n=50	br=0.4	guessed br=0.7	or = rr	0.836033333333333	-0.351247544309589	0.951363354021782
or=2	n=50	br=0.7	guessed br=0.01	Di Pietrantonj	1	0	1.05624416944054
or=2	n=50	br=0.7	guessed br=0.01	Grant	0.300886725781719	-0.589888954064951	0.987229520754263
or=2	n=50	br=0.7	guessed br=0.01	metaumbrella	1	0.019889285412827	0.789116416508234
or=2	n=50	br=0.7	guessed br=0.01	or = rr	0.29281952130142	-0.591945898925397	0.986272584927025
or=2	n=50	br=0.7	guessed br=0.05	Di Pietrantonj	1	0	1.07258057774318
or=2	n=50	br=0.7	guessed br=0.05	Grant	0.331777725924197	-0.577889185629963	1.00144098058896
or=2	n=50	br=0.7	guessed br=0.05	metaumbrella	1	0.0213607084202869	0.794653095648062
or=2	n=50	br=0.7	guessed br=0.05	or = rr	0.292343078102603	-0.588708308566623	0.99536692694648
or=2	n=50	br=0.7	guessed br=0.15	Di Pietrantonj	1	0	1.06151291889878
or=2	n=50	br=0.7	guessed br=0.15	Grant	0.418278207522006	-0.552369640597103	1.01124926966667
or=2	n=50	br=0.7	guessed br=0.15	metaumbrella	1	0.0206958567254716	0.790947446962068
or=2	n=50	br=0.7	guessed br=0.15	or = rr	0.294376479215974	-0.589717361874288	0.995178119419734
or=2	n=50	br=0.7	guessed br=0.4	Di Pietrantonj	1	0	1.05573392223468
or=2	n=50	br=0.7	guessed br=0.4	Grant	0.806277433289208	-0.429037310658791	1.08354006514813
or=2	n=50	br=0.7	guessed br=0.4	metaumbrella	1	0.019954641709024	0.79346916052967
or=2	n=50	br=0.7	guessed br=0.4	or = rr	0.295372716362182	-0.591727508076089	0.993863051185646
or=2	n=50	br=0.7	guessed br=0.7	Di Pietrantonj	1	0	1.05815031439951
or=2	n=50	br=0.7	guessed br=0.7	Grant	0.950574267647438	0.13524951888141	0.829993033662438
or=2	n=50	br=0.7	guessed br=0.7	metaumbrella	1	0.02113397885831	0.788590044827483
or=2	n=50	br=0.7	guessed br=0.7	or = rr	0.294896156282295	-0.594968912196492	0.984270212264331
or=2	n=75	br=0.01	guessed br=0.01	Di Pietrantonj	1	-0.169858204634235	2.23276963496383
or=2	n=75	br=0.01	guessed br=0.01	Grant	1	0.0011448367759292	3.40320920190322
or=2	n=75	br=0.01	guessed br=0.01	metaumbrella	1	0.0110204831163264	1.60845236359768
or=2	n=75	br=0.01	guessed br=0.01	or = rr	1	-0.0102725138888643	3.15975730409689
or=2	n=75	br=0.01	guessed br=0.05	Di Pietrantonj	1	-0.169120171330842	2.18141990613231
or=2	n=75	br=0.01	guessed br=0.05	Grant	1	0.0592546214052781	2.79033848226707
or=2	n=75	br=0.01	guessed br=0.05	metaumbrella	1	0.0118400396060074	1.57292250037364
or=2	n=75	br=0.01	guessed br=0.05	or = rr	1	-0.0101755849116408	3.10067410186562
or=2	n=75	br=0.01	guessed br=0.15	Di Pietrantonj	1	-0.168579126230941	2.17887519446194
or=2	n=75	br=0.01	guessed br=0.15	Grant	1	0.134872861011554	2.77382807350383
or=2	n=75	br=0.01	guessed br=0.15	metaumbrella	1	0.0106856467147982	1.58082373577399
or=2	n=75	br=0.01	guessed br=0.15	or = rr	1	-0.00992043536630942	3.09799939537501
or=2	n=75	br=0.01	guessed br=0.4	Di Pietrantonj	1	-0.167101672510259	2.20385035805218
or=2	n=75	br=0.01	guessed br=0.4	Grant	1	0.509761014182414	1.05840752760229
or=2	n=75	br=0.01	guessed br=0.4	metaumbrella	1	0.0104343891865279	1.6246219650004
or=2	n=75	br=0.01	guessed br=0.4	or = rr	1	-0.00984202483242954	3.14010281525641
or=2	n=75	br=0.01	guessed br=0.7	Di Pietrantonj	1	-0.16669848582753	2.23763537941199
or=2	n=75	br=0.01	guessed br=0.7	Grant	1	-0.195033246485014	2.0647810403444
or=2	n=75	br=0.01	guessed br=0.7	metaumbrella	1	0.0102286470784336	1.6018353183899
or=2	n=75	br=0.01	guessed br=0.7	or = rr	1	-0.00985850721382454	3.17608696291119
or=2	n=75	br=0.05	guessed br=0.01	Di Pietrantonj	1	-0.103937727328783	1.39566665406332
or=2	n=75	br=0.05	guessed br=0.01	Grant	1	-0.0299661662576109	1.52263986892308
or=2	n=75	br=0.05	guessed br=0.01	metaumbrella	1	0.0260858803572704	1.10586447205166
or=2	n=75	br=0.05	guessed br=0.01	or = rr	1	-0.0497525261746559	1.43526390739482
or=2	n=75	br=0.05	guessed br=0.05	Di Pietrantonj	1	-0.102577068842523	1.39029593571468
or=2	n=75	br=0.05	guessed br=0.05	Grant	1	0.0723496462052207	1.14013055771853
or=2	n=75	br=0.05	guessed br=0.05	metaumbrella	1	0.0277282254435839	1.10455164295241
or=2	n=75	br=0.05	guessed br=0.05	or = rr	1	-0.0506552559043525	1.43355342961821
or=2	n=75	br=0.05	guessed br=0.15	Di Pietrantonj	1	-0.102122846079615	1.40558961473589
or=2	n=75	br=0.05	guessed br=0.15	Grant	1	0.293971065270153	0.976023627179357
or=2	n=75	br=0.05	guessed br=0.15	metaumbrella	1	0.0261949591031295	1.11655589231321
or=2	n=75	br=0.05	guessed br=0.15	or = rr	1	-0.0498875401482718	1.44363514463535
or=2	n=75	br=0.05	guessed br=0.4	Di Pietrantonj	1	-0.102926930912043	1.3661635014409
or=2	n=75	br=0.05	guessed br=0.4	Grant	1	0.533861570888891	0.920681018867982
or=2	n=75	br=0.05	guessed br=0.4	metaumbrella	1	0.0284772605217447	1.08367355954636
or=2	n=75	br=0.05	guessed br=0.4	or = rr	1	-0.0500201045978736	1.41240022651448
or=2	n=75	br=0.05	guessed br=0.7	Di Pietrantonj	1	-0.101608721285104	1.39645147770416
or=2	n=75	br=0.05	guessed br=0.7	Grant	1	-0.104944813297195	1.43555737463844
or=2	n=75	br=0.05	guessed br=0.7	metaumbrella	1	0.0276748942714238	1.10633234443731
or=2	n=75	br=0.05	guessed br=0.7	or = rr	1	-0.0506396966349537	1.44075670893995
or=2	n=75	br=0.15	guessed br=0.01	Di Pietrantonj	1	-0.00636589971081829	0.982596925004651
or=2	n=75	br=0.15	guessed br=0.01	Grant	0.99996633223352	-0.128857702770829	0.95967617281484
or=2	n=75	br=0.15	guessed br=0.01	metaumbrella	1	0.0502335633871381	0.715376753110002
or=2	n=75	br=0.15	guessed br=0.01	or = rr	0.9999	-0.141212753014684	0.974169393140131
or=2	n=75	br=0.15	guessed br=0.05	Di Pietrantonj	1	-0.00714859518935875	0.987132410167426
or=2	n=75	br=0.15	guessed br=0.05	Grant	1	-0.0698219252937423	0.843731970762101
or=2	n=75	br=0.15	guessed br=0.05	metaumbrella	1	0.0505001399582614	0.717414247508467
or=2	n=75	br=0.15	guessed br=0.05	or = rr	0.9997	-0.143408818228387	0.975997857483055
or=2	n=75	br=0.15	guessed br=0.15	Di Pietrantonj	1	-0.0059142063055151	0.969031263404388
or=2	n=75	br=0.15	guessed br=0.15	Grant	1	0.120458795017207	0.754278944322783
or=2	n=75	br=0.15	guessed br=0.15	metaumbrella	1	0.0526690121485739	0.705378272160403
or=2	n=75	br=0.15	guessed br=0.15	or = rr	0.999833333333333	-0.142273059353466	0.96368740787614
or=2	n=75	br=0.15	guessed br=0.4	Di Pietrantonj	1	-0.00650173204017182	0.968766256400938
